# results/trace_hf_decode.json.gz, step 2 of 5, segmented on annotation
# 1198 kernels, 1198 CPU launches, 15.302 ms device busy
# gap us = device idle before this event. s = * when the CPU had not yet issued the launch.
    #  launch us     gpu us   wait us    dur us   gap us s  aten op                    kernel
---------------------------------------------------------------------------------------------
    0      135.5     1356.2   1203.74      3.68     0.00    embedding/index_select     indexSelectSmallIndex<2,2>
 1054    63181.5    63193.6      0.84      2.27    36.32 *  mul                        vectorized_elementwise_kernel<4>
 1055    63272.0    63286.5      0.45     97.60    90.62 *  linear/mm                  gemv2T_kernel_val<128,16,4,4,false,false>
 1056    63330.0    63385.3     42.44      3.58     1.22    silu                       vectorized_elementwise_kernel<4,1,5,1>
 1057    63409.6    63424.2      0.85     99.26    35.23 *  linear/mm                  gemv2T_kernel_val<128,16,4,4,false,false>
 1058    63459.3    63524.5     52.56      2.94     1.06    mul                        vectorized_elementwise_kernel<4>
 1059    63543.8    63557.3      1.19    113.66    29.92 *  linear/mm                  cutlass_80_wmma_tensorop_f16_s161616gemm_f16_16x16_128x2
 1060    63557.8    63672.1    106.64      3.58     1.12    linear/mm                  splitKreduce_kernel<32,16,false,true,false,false>
 1061    63606.5    63676.9     57.78      2.59     1.18    add                        vectorized_elementwise_kernel<4>
 1062    63687.5    63702.5      0.83      4.10    22.97 *  to/copy_                   unrolled_elementwise_kernel<3,7,1,4,1,1>
 1063    63736.9    63749.7      0.91      1.98    43.14 *  pow                        vectorized_elementwise_kernel<4,1>
 1064    63780.4    63793.4      0.84      4.67    41.73 *  mean                       reduce_kernel<512,1>
 1065    63828.8    63841.8      0.83      2.08    43.74 *  add                        vectorized_elementwise_kernel<4>
 1066    63865.0    63877.0      0.90      2.21    33.09 *  rsqrt                      vectorized_elementwise_kernel<4,2,2,1>
 1067    63901.3    63913.5      0.82      2.72    34.27 *  mul                        elementwise_kernel<128,2>
 1068    63956.9    63970.1      0.81      1.98    53.92 *  to/copy_                   vectorized_elementwise_kernel<4,1>
 1069    63995.7    64007.9      0.73      2.21    35.84 *  mul                        vectorized_elementwise_kernel<4>
 1070    64095.7    64110.8      0.61     20.38   100.67 *  linear/addmm               gemv2T_kernel_val<128,16,4,4,false,true>
 1071    64203.5    64218.4      0.95      8.54    87.20 *  linear/addmm               gemvx::kernel<false,true,true,false,7,false>
 1072    64306.0    64320.2      0.61      7.97    93.28 *  linear/addmm               gemvx::kernel<false,true,true,false,7,false>
 1073    64386.6    64400.6      0.66      3.97    72.38 *  mul                        elementwise_kernel<128,4>
 1074    64458.3    64471.6      0.73      3.71    67.04 *  neg                        elementwise_kernel<128,4>
 1075    64502.3    64515.6      0.90      5.28    40.35 *  cat                        CatArrayBatchedCopy<4,64,64>
 1076    64543.5    64555.6      0.86      3.42    34.66 *  mul                        elementwise_kernel<128,4>
 1077    64580.2    64592.2      0.91      2.05    33.21 *  add                        vectorized_elementwise_kernel<4>
 1078    64617.4    64629.2      0.87      2.69    34.98 *  mul                        elementwise_kernel<128,4>
 1079    64681.4    64694.4      0.93      2.34    62.53 *  neg                        elementwise_kernel<128,4>
 1080    64722.8    64735.8      1.09      3.46    39.07 *  cat                        CatArrayBatchedCopy<4,64,64>
 1081    64762.1    64774.4      0.82      2.69    35.07 *  mul                        elementwise_kernel<128,4>
 1082    64798.1    64809.6      0.75      2.05    32.54 *  add                        vectorized_elementwise_kernel<4>
 1083    64847.5    64861.0      0.87      4.03    49.37 *  cat                        CatArrayBatchedCopy_vectorized<3,128,1,16,8>
 1084    64890.3    64902.7      0.94      3.68    37.66 *  cat                        CatArrayBatchedCopy_vectorized<3,128,1,16,8>
 1085    65039.2    65053.3      0.68     15.07   146.85 *  scaled_dot_product_attenti flash_fwd_splitkv_kernel<128,64,128,4,false,false>
 1086    65055.0    65069.5      7.12      6.30     1.18    scaled_dot_product_attenti flash_fwd_splitkv_combine_kernel<4,3,true>
 1087    65195.0    65210.4      0.50     21.47   134.56 *  linear/mm                  gemv2T_kernel_val<128,16,2,4,false,false>
 1088    65254.6    65268.3      1.02      2.43    36.48 *  add                        vectorized_elementwise_kernel<4>
 1089    65321.6    65336.1      0.81      4.22    65.38 *  to/copy_                   unrolled_elementwise_kernel<3,7,1,4,1,1>
 1090    65369.6    65382.4      0.68      1.98    42.01 *  pow                        vectorized_elementwise_kernel<4,1>
 1091    65436.4    65450.6      0.60      4.83    66.21 *  mean                       reduce_kernel<512,1>
 1092    65488.6    65502.0      0.67      2.08    46.62 *  add                        vectorized_elementwise_kernel<4>
 1093    65526.6    65539.0      0.85      2.27    34.88 *  rsqrt                      vectorized_elementwise_kernel<4,2,2,1>
 1094    65565.6    65578.3      0.67      2.88    37.05 *  mul                        elementwise_kernel<128,2>
 1095    65624.1    65637.9      0.57      1.98    56.67 *  to/copy_                   vectorized_elementwise_kernel<4,1>
 1096    65665.5    65678.1      0.78      2.34    38.30 *  mul                        vectorized_elementwise_kernel<4>
 1097    65767.3    65782.1      0.67     98.56   101.66 *  linear/mm                  gemv2T_kernel_val<128,16,4,4,false,false>
 1098    65825.0    65881.9     43.55      3.58     1.25    silu                       vectorized_elementwise_kernel<4,1,5,1>
 1099    65904.7    65919.3      0.90     98.11    33.73 *  linear/mm                  gemv2T_kernel_val<128,16,4,4,false,false>
 1100    65953.6    66018.5     52.12      2.91     1.18    mul                        vectorized_elementwise_kernel<4>
 1101    66038.5    66052.0      1.10    111.97    30.56 *  linear/mm                  cutlass_80_wmma_tensorop_f16_s161616gemm_f16_16x16_128x2
 1102    66052.6    66165.1    105.02      3.55     1.15    linear/mm                  splitKreduce_kernel<32,16,false,true,false,false>
 1103    66101.3    66169.8     55.93      2.66     1.15    add                        vectorized_elementwise_kernel<4>
 1104    66182.7    66197.8      0.97      4.06    25.34 *  to/copy_                   unrolled_elementwise_kernel<3,7,1,4,1,1>
 1105    66231.3    66244.1      0.95      1.98    42.21 *  pow                        vectorized_elementwise_kernel<4,1>
 1106    66274.7    66287.5      0.78      4.67    41.44 *  mean                       reduce_kernel<512,1>
 1107    66322.7    66335.6      0.82      2.05    43.39 *  add                        vectorized_elementwise_kernel<4>
 1108    66358.7    66370.6      0.64      2.24    32.96 *  rsqrt                      vectorized_elementwise_kernel<4,2,2,1>
 1109    66396.2    66408.4      1.09      2.72    35.58 *  mul                        elementwise_kernel<128,2>
 1110    66452.1    66465.1      0.61      1.98    53.98 *  to/copy_                   vectorized_elementwise_kernel<4,1>
 1111    66491.5    66503.5      0.76      2.17    36.42 *  mul                        vectorized_elementwise_kernel<4>
 1112    66590.2    66605.2      0.64     20.00    99.52 *  linear/addmm               gemv2T_kernel_val<128,16,4,4,false,true>
 1113    66698.4    66713.3      0.72      8.06    88.06 *  linear/addmm               gemvx::kernel<false,true,true,false,7,false>
 1114    66801.1    66815.5      0.69      7.93    94.11 *  linear/addmm               gemvx::kernel<false,true,true,false,7,false>
 1115    66881.0    66895.2      0.50      3.97    71.84 *  mul                        elementwise_kernel<128,4>
 1116    66952.7    66966.1      0.88      3.74    66.91 *  neg                        elementwise_kernel<128,4>
 1117    66997.1    67010.8      0.98      5.31    40.90 *  cat                        CatArrayBatchedCopy<4,64,64>
 1118    67038.7    67051.1      0.86      3.42    35.04 *  mul                        elementwise_kernel<128,4>
 1119    67075.6    67087.4      0.79      2.05    32.83 *  add                        vectorized_elementwise_kernel<4>
 1120    67112.7    67124.7      0.93      2.72    35.29 *  mul                        elementwise_kernel<128,4>
 1121    67177.2    67190.4      0.98      2.34    62.98 *  neg                        elementwise_kernel<128,4>
 1122    67219.0    67232.0      1.04      3.42    39.26 *  cat                        CatArrayBatchedCopy<4,64,64>
 1123    67258.0    67270.0      0.71      2.69    34.56 *  mul                        elementwise_kernel<128,4>
 1124    67293.4    67305.2      0.88      2.05    32.54 *  add                        vectorized_elementwise_kernel<4>
 1125    67342.8    67356.6      0.99      4.00    49.38 *  cat                        CatArrayBatchedCopy_vectorized<3,128,1,16,8>
 1126    67385.7    67398.2      0.97      3.78    37.54 *  cat                        CatArrayBatchedCopy_vectorized<3,128,1,16,8>
 1127    67534.3    67548.3      0.48     15.14   146.33 *  scaled_dot_product_attenti flash_fwd_splitkv_kernel<128,64,128,4,false,false>
 1128    67550.0    67564.6      7.51      6.27     1.15    scaled_dot_product_attenti flash_fwd_splitkv_combine_kernel<4,3,true>
 1129    67690.7    67706.2      0.63     21.18   135.39 *  linear/mm                  gemv2T_kernel_val<128,16,2,4,false,false>
 1130    67750.7    67764.3      0.70      2.69    36.86 *  add                        vectorized_elementwise_kernel<4>
 1131    67817.3    67831.7      0.61      4.25    64.77 *  to/copy_                   unrolled_elementwise_kernel<3,7,1,4,1,1>
 1132    67866.2    67878.8      0.73      2.02    42.82 *  pow                        vectorized_elementwise_kernel<4,1>
 1133    67909.4    67922.5      0.85      4.90    41.69 *  mean                       reduce_kernel<512,1>
 1134    67958.4    67971.4      0.55      1.89    44.03 *  add                        vectorized_elementwise_kernel<4>
 1135    67994.6    68006.7      0.83      2.24    33.34 *  rsqrt                      vectorized_elementwise_kernel<4,2,2,1>
 1136    68032.0    68044.4      0.71      2.85    35.49 *  mul                        elementwise_kernel<128,2>
 1137    68088.2    68101.7      0.79      1.98    54.43 *  to/copy_                   vectorized_elementwise_kernel<4,1>
 1138    68127.7    68139.7      0.61      2.30    36.06 *  mul                        vectorized_elementwise_kernel<4>
 1139    68216.2    68230.6      0.42     97.79    88.54 *  linear/mm                  gemv2T_kernel_val<128,16,4,4,false,false>
 1140    68273.9    68329.5     42.17      3.55     1.09    silu                       vectorized_elementwise_kernel<4,1,5,1>
 1141    68353.9    68368.5      1.00     99.01    35.46 *  linear/mm                  gemv2T_kernel_val<128,16,4,4,false,false>
 1142    68403.5    68468.7     52.73      2.88     1.28    mul                        vectorized_elementwise_kernel<4>
 1143    68488.3    68501.8      1.19    114.30    30.18 *  linear/mm                  cutlass_80_wmma_tensorop_f16_s161616gemm_f16_16x16_128x2
 1144    68502.2    68617.2    107.32      3.49     1.09    linear/mm                  splitKreduce_kernel<32,16,false,true,false,false>
 1145    68551.0    68622.0     58.31      2.56     1.28    add                        vectorized_elementwise_kernel<4>
 1146    68631.7    68646.7      0.99      4.03    22.21 *  to/copy_                   unrolled_elementwise_kernel<3,7,1,4,1,1>
 1147    68680.8    68693.5      0.76      1.98    42.75 *  pow                        vectorized_elementwise_kernel<4,1>
 1148    68724.4    68737.3      0.93      4.67    41.82 *  mean                       reduce_kernel<512,1>
 1149    68772.6    68785.7      0.91      2.05    43.74 *  add                        vectorized_elementwise_kernel<4>
 1150    68808.7    68820.8      0.96      2.21    33.02 *  rsqrt                      vectorized_elementwise_kernel<4,2,2,1>
 1151    68845.5    68857.7      0.81      2.72    34.72 *  mul                        elementwise_kernel<128,2>
 1152    68901.0    68914.2      0.73      1.95    53.76 *  to/copy_                   vectorized_elementwise_kernel<4,1>
 1153    68940.0    68952.2      0.99      2.21    36.03 *  mul                        vectorized_elementwise_kernel<4>
 1154    69039.3    69054.4      0.53     20.16    99.97 *  linear/addmm               gemv2T_kernel_val<128,16,4,4,false,true>
 1155    69147.3    69162.1      1.00      8.45    87.55 *  linear/addmm               gemvx::kernel<false,true,true,false,7,false>
 1156    69249.5    69263.7      0.63      7.81    93.15 *  linear/addmm               gemvx::kernel<false,true,true,false,7,false>
 1157    69330.2    69344.4      0.76      3.97    72.90 *  mul                        elementwise_kernel<128,4>
 1158    69410.3    69424.3      0.59      3.78    75.90 *  neg                        elementwise_kernel<128,4>
 1159    69455.6    69469.0      0.93      5.31    40.93 *  cat                        CatArrayBatchedCopy<4,64,64>
 1160    69497.1    69509.7      0.74      3.42    35.39 *  mul                        elementwise_kernel<128,4>
 1161    69535.2    69547.7      1.06      2.05    34.59 *  add                        vectorized_elementwise_kernel<4>
 1162    69572.7    69584.8      0.79      2.72    35.10 *  mul                        elementwise_kernel<128,4>
 1163    69705.0    69719.1      0.69      2.34   131.52 *  neg                        elementwise_kernel<128,4>
 1164    69749.2    69762.2      0.84      3.42    40.83 *  cat                        CatArrayBatchedCopy<4,64,64>
 1165    69789.3    69801.9      1.09      2.66    36.22 *  mul                        elementwise_kernel<128,4>
 1166    69825.8    69837.7      0.68      2.08    33.18 *  add                        vectorized_elementwise_kernel<4>
 1167    69875.3    69888.8      0.79      4.03    48.99 *  cat                        CatArrayBatchedCopy_vectorized<3,128,1,16,8>
 1168    69918.7    69931.2      0.98      3.65    38.37 *  cat                        CatArrayBatchedCopy_vectorized<3,128,1,16,8>
 1169    70067.2    70081.4      0.84     15.10   146.53 *  scaled_dot_product_attenti flash_fwd_splitkv_kernel<128,64,128,4,false,false>
 1170    70082.7    70097.6      7.72      6.27     1.18    scaled_dot_product_attenti flash_fwd_splitkv_combine_kernel<4,3,true>
 1171    70217.2    70232.4      0.38     21.12   128.45 *  linear/mm                  gemv2T_kernel_val<128,16,2,4,false,false>
 1172    70276.8    70290.4      0.75      2.53    36.93 *  add                        vectorized_elementwise_kernel<4>
 1173    70343.4    70358.0      0.80      4.22    65.05 *  to/copy_                   unrolled_elementwise_kernel<3,7,1,4,1,1>
 1174    70392.0    70404.7      0.72      2.02    42.43 *  pow                        vectorized_elementwise_kernel<4,1>
 1175    70436.0    70448.9      0.79      4.96    42.21 *  mean                       reduce_kernel<512,1>
 1176    70484.8    70497.9      0.61      1.86    44.10 *  add                        vectorized_elementwise_kernel<4>
 1177    70521.5    70533.7      0.98      2.27    33.92 *  rsqrt                      vectorized_elementwise_kernel<4,2,2,1>
 1178    70559.0    70571.4      0.77      2.85    35.42 *  mul                        elementwise_kernel<128,2>
 1179    70616.0    70629.4      0.66      2.02    55.10 *  to/copy_                   vectorized_elementwise_kernel<4,1>
 1180    70655.7    70667.8      0.89      2.27    36.38 *  mul                        vectorized_elementwise_kernel<4>
 1181    70744.6    70759.0      0.61     97.60    89.02 *  linear/mm                  gemv2T_kernel_val<128,16,4,4,false,false>
 1182    70802.3    70857.8     42.20      3.55     1.12    silu                       vectorized_elementwise_kernel<4,1,5,1>
 1183    70882.0    70896.5      0.99     98.17    35.14 *  linear/mm                  gemv2T_kernel_val<128,16,4,4,false,false>
 1184    70930.8    70995.7     47.50      2.94     1.06    mul                        vectorized_elementwise_kernel<4>
 1185    71022.3    71035.7      1.25    114.49    37.12 *  linear/mm                  cutlass_80_wmma_tensorop_f16_s161616gemm_f16_16x16_128x2
 1186    71036.3    71151.3    107.64      3.62     1.09    linear/mm                  splitKreduce_kernel<32,16,false,true,false,false>
 1187    71084.8    71156.0     58.43      2.59     1.09    add                        vectorized_elementwise_kernel<4>
 1188    71158.5    71173.2      1.02      4.06    14.53    to/copy_                   unrolled_elementwise_kernel<3,7,1,4,1,1>
 1189    71207.3    71220.1      1.04      2.02    42.88 *  pow                        vectorized_elementwise_kernel<4,1>
 1190    71250.6    71263.4      0.80      4.67    41.28 *  mean                       reduce_kernel<512,1>
 1191    71298.6    71311.7      0.73      2.02    43.62 *  add                        vectorized_elementwise_kernel<4>
 1192    71335.1    71347.1      0.76      2.27    33.41 *  rsqrt                      vectorized_elementwise_kernel<4,2,2,1>
 1193    71372.2    71384.5      1.07      2.69    35.14 *  mul                        elementwise_kernel<128,2>
 1194    71428.9    71442.0      0.83      1.92    54.78 *  to/copy_                   vectorized_elementwise_kernel<4,1>
 1195    71467.7    71479.9      0.90      2.14    35.97 *  mul                        vectorized_elementwise_kernel<4>
 1196    71618.8    71634.6      0.49   1573.93   152.60 *  linear/mm                  gemv2T_kernel_val<128,16,4,4,false,false>
 1197    71741.5    73209.8   1456.74      1.02     1.22    argmax                     Memset (Device)
 1198    71756.3    73212.2   1442.59     13.22     1.41    argmax                     reduce_kernel<512,1>
